username,total_comments,sentiment_score,positive_count,neutral_count,negative_count,avg_bert_score,avg_vader_score,positive_pct,neutral_pct,negative_pct
nikkibeautybliss,1,0.9774,1,0,0,0.9759,0.9808,100.0,0.0,0.0
thataylaa,1,0.977,1,0,0,0.9702,0.9929,100.0,0.0,0.0
dollarlashclub,1,0.9766,1,0,0,0.9808,0.9668,100.0,0.0,0.0
bostanley,1,0.9728,1,0,0,0.9663,0.9881,100.0,0.0,0.0
wendyhung915,1,0.9696,1,0,0,0.9689,0.9711,100.0,0.0,0.0
adou_bn,1,0.9682,1,0,0,0.965,0.9755,100.0,0.0,0.0
runwithnoregrets,1,0.9663,1,0,0,0.9579,0.986,100.0,0.0,0.0
camillecharriere,1,0.9661,1,0,0,0.9585,0.9837,100.0,0.0,0.0
madisonriding,1,0.9659,1,0,0,0.9611,0.9772,100.0,0.0,0.0
cortneynovogratz,1,0.9652,1,0,0,0.9673,0.9602,100.0,0.0,0.0
mytravelation,1,0.965,1,0,0,0.9671,0.96,100.0,0.0,0.0
mariaqueroloficial,1,0.9642,1,0,0,0.9502,0.997,100.0,0.0,0.0
danellehallanyt,1,0.9629,1,0,0,0.9484,0.9968,100.0,0.0,0.0
laurayaminreads,1,0.9627,1,0,0,0.9555,0.9794,100.0,0.0,0.0
ivettesaucedo,1,0.9626,1,0,0,0.9509,0.9899,100.0,0.0,0.0
crateandcottage,1,0.9623,1,0,0,0.9537,0.9823,100.0,0.0,0.0
mintcandydesigns,1,0.9619,1,0,0,0.9538,0.9808,100.0,0.0,0.0
itsmajoseman,1,0.9614,1,0,0,0.9531,0.9808,100.0,0.0,0.0
thebeckseffect,1,0.9607,1,0,0,0.9567,0.9701,100.0,0.0,0.0
christinaricucci,1,0.9607,1,0,0,0.961,0.96,100.0,0.0,0.0
andresemb07,1,0.9607,1,0,0,0.9624,0.9566,100.0,0.0,0.0
amanda_nawfal_sayde,1,0.9602,1,0,0,0.9648,0.9495,100.0,0.0,0.0
katcarney,1,0.9601,1,0,0,0.9573,0.9667,100.0,0.0,0.0
christineleeee,1,0.96,1,0,0,0.9472,0.9898,100.0,0.0,0.0
thelagirl,1,0.96,1,0,0,0.9561,0.969,100.0,0.0,0.0
justvictoria_nosecret,1,0.9599,1,0,0,0.9584,0.9635,100.0,0.0,0.0
padzy_official,1,0.9594,1,0,0,0.9715,0.931,100.0,0.0,0.0
lyds_makeup,1,0.9594,1,0,0,0.9474,0.9873,100.0,0.0,0.0
pointerproblems,1,0.9592,1,0,0,0.953,0.9738,100.0,0.0,0.0
juliafitswe,1,0.9591,1,0,0,0.9557,0.967,100.0,0.0,0.0
danielarued,1,0.9586,1,0,0,0.9482,0.9827,100.0,0.0,0.0
ladycipria,1,0.9584,1,0,0,0.9465,0.9862,100.0,0.0,0.0
beautybyjulia,2,0.9582,2,0,0,0.9577,0.9594,100.0,0.0,0.0
breanneburnell,1,0.9573,1,0,0,0.9494,0.9758,100.0,0.0,0.0
simplygailg,1,0.9573,1,0,0,0.9551,0.9623,100.0,0.0,0.0
kidfromantwerp,1,0.9569,1,0,0,0.9609,0.9477,100.0,0.0,0.0
fivekidsplustwins,1,0.9568,1,0,0,0.9481,0.9772,100.0,0.0,0.0
chloebartlett15,1,0.9565,1,0,0,0.9415,0.9915,100.0,0.0,0.0
hedleyandbennett,1,0.9565,1,0,0,0.9541,0.9622,100.0,0.0,0.0
emilynwilkinson,1,0.9563,1,0,0,0.9721,0.9194,100.0,0.0,0.0
prettypearbride,1,0.956,1,0,0,0.9775,0.9059,100.0,0.0,0.0
stevie_hendrix,1,0.956,1,0,0,0.9675,0.9293,100.0,0.0,0.0
denialismcosplay,1,0.9555,1,0,0,0.9448,0.9806,100.0,0.0,0.0
lifeiskimazing,1,0.955,1,0,0,0.953,0.9595,100.0,0.0,0.0
carmelogp,1,0.9549,1,0,0,0.957,0.95,100.0,0.0,0.0
cartiamallan,1,0.9548,1,0,0,0.9537,0.9572,100.0,0.0,0.0
meddline,1,0.9547,1,0,0,0.945,0.9773,100.0,0.0,0.0
thesundaychapter,1,0.954,1,0,0,0.9565,0.9482,100.0,0.0,0.0
tommisala,1,0.954,1,0,0,0.9493,0.9649,100.0,0.0,0.0
radu_tv,1,0.954,1,0,0,0.9546,0.9526,100.0,0.0,0.0
sydneybrown_xo,1,0.9537,1,0,0,0.9402,0.9851,100.0,0.0,0.0
ajourneyeast_,1,0.9536,1,0,0,0.9527,0.9558,100.0,0.0,0.0
yarattalla,1,0.9536,1,0,0,0.9465,0.9701,100.0,0.0,0.0
bartdanzig,1,0.9534,1,0,0,0.9391,0.9866,100.0,0.0,0.0
saranicolebarlow,1,0.9529,1,0,0,0.9468,0.9671,100.0,0.0,0.0
nicole.marshall,1,0.9522,1,0,0,0.9441,0.9711,100.0,0.0,0.0
f1tness_gunsn_tattoos,1,0.9522,1,0,0,0.9519,0.953,100.0,0.0,0.0
idreamofhomemaking,1,0.9522,1,0,0,0.9587,0.9371,100.0,0.0,0.0
ginalee,1,0.9516,1,0,0,0.949,0.9578,100.0,0.0,0.0
ravjotmehek,1,0.9516,1,0,0,0.9433,0.971,100.0,0.0,0.0
joshlopezdancer,1,0.9513,1,0,0,0.946,0.9637,100.0,0.0,0.0
vancitywild,1,0.9511,1,0,0,0.9517,0.9496,100.0,0.0,0.0
barbielayo,1,0.9507,1,0,0,0.963,0.922,100.0,0.0,0.0
shop_justatouchboutique,1,0.9503,1,0,0,0.9409,0.9722,100.0,0.0,0.0
lotnine08interiors,1,0.9502,1,0,0,0.9571,0.9342,100.0,0.0,0.0
peterlappin,1,0.9502,1,0,0,0.9661,0.913,100.0,0.0,0.0
douniaslimani,1,0.95,1,0,0,0.9432,0.9659,100.0,0.0,0.0
offbeatbride,2,0.9499,2,0,0,0.9424,0.9674,100.0,0.0,0.0
emilyeyoung,1,0.9498,1,0,0,0.9547,0.9384,100.0,0.0,0.0
beha_nguyen,1,0.9498,1,0,0,0.9349,0.9846,100.0,0.0,0.0
lilydiamond,1,0.9498,1,0,0,0.941,0.9702,100.0,0.0,0.0
gu_nutricion,1,0.9498,1,0,0,0.9566,0.934,100.0,0.0,0.0
astridriveratv,1,0.9496,1,0,0,0.9451,0.9601,100.0,0.0,0.0
athoughtfulplace,1,0.9494,1,0,0,0.9649,0.9132,100.0,0.0,0.0
candicecruzz,1,0.9494,1,0,0,0.942,0.9667,100.0,0.0,0.0
mizz__jacqui,1,0.9488,1,0,0,0.9503,0.9454,100.0,0.0,0.0
mamainheels,1,0.9487,1,0,0,0.9349,0.981,100.0,0.0,0.0
leamoderegger,1,0.9485,1,0,0,0.9294,0.9932,100.0,0.0,0.0
tania_lucely,1,0.9483,1,0,0,0.9283,0.9951,100.0,0.0,0.0
seonia,1,0.9483,1,0,0,0.9628,0.9146,100.0,0.0,0.0
anyoli3,1,0.9482,1,0,0,0.9271,0.9973,100.0,0.0,0.0
tifforelie,2,0.9481,2,0,0,0.939,0.9696,100.0,0.0,0.0
downwithadventure,1,0.948,1,0,0,0.9358,0.9766,100.0,0.0,0.0
mizzis_,1,0.9479,1,0,0,0.9453,0.9539,100.0,0.0,0.0
hannahvrose,1,0.9478,1,0,0,0.9384,0.9696,100.0,0.0,0.0
themonochromen,1,0.9478,1,0,0,0.9341,0.9797,100.0,0.0,0.0
emilylfoley,1,0.9477,1,0,0,0.9383,0.9697,100.0,0.0,0.0
_mackenziebay_,1,0.9477,1,0,0,0.948,0.9469,100.0,0.0,0.0
mrs_d2u,1,0.9477,1,0,0,0.9439,0.9566,100.0,0.0,0.0
nuria_itmum,1,0.9476,1,0,0,0.9485,0.9455,100.0,0.0,0.0
triphackr,1,0.9476,1,0,0,0.9385,0.969,100.0,0.0,0.0
soundidentity,1,0.9474,1,0,0,0.956,0.9272,100.0,0.0,0.0
capexpectations,1,0.9474,1,0,0,0.9304,0.987,100.0,0.0,0.0
mashhadchef_offers,1,0.947,1,0,0,0.9569,0.924,100.0,0.0,0.0
thestylesauce,1,0.9466,1,0,0,0.9484,0.9424,100.0,0.0,0.0
renate.pettersen,1,0.9466,1,0,0,0.943,0.9549,100.0,0.0,0.0
una.mamma.si.racconta,1,0.9462,1,0,0,0.9542,0.9275,100.0,0.0,0.0
caitlynneier,1,0.9462,1,0,0,0.9526,0.9311,100.0,0.0,0.0
asimplestyle,1,0.9461,1,0,0,0.9391,0.9623,100.0,0.0,0.0
carmendiprima,1,0.9461,1,0,0,0.9549,0.9256,100.0,0.0,0.0
aussiebrandreps,1,0.9457,1,0,0,0.9428,0.9524,100.0,0.0,0.0
shigella16,1,0.9457,1,0,0,0.9485,0.9393,100.0,0.0,0.0
chloetrautman,1,0.9454,1,0,0,0.929,0.9837,100.0,0.0,0.0
isaacyouree,1,0.9452,1,0,0,0.9403,0.9565,100.0,0.0,0.0
conversant_traveller,1,0.9451,1,0,0,0.9512,0.9309,100.0,0.0,0.0
estokholm,1,0.945,1,0,0,0.931,0.9778,100.0,0.0,0.0
taygnaz,1,0.9449,1,0,0,0.9285,0.9832,100.0,0.0,0.0
th3littlestavenger,1,0.9448,1,0,0,0.9387,0.9591,100.0,0.0,0.0
kaleitwithkayli,1,0.9447,1,0,0,0.947,0.9392,100.0,0.0,0.0
syd.sweatlife,1,0.9446,1,0,0,0.9318,0.9744,100.0,0.0,0.0
jp_morningshow935,1,0.9445,1,0,0,0.934,0.969,100.0,0.0,0.0
danisachetti,1,0.9443,1,0,0,0.9312,0.975,100.0,0.0,0.0
thekitchenmccabe,2,0.9443,2,0,0,0.9428,0.9478,100.0,0.0,0.0
keeping_simple,1,0.9441,1,0,0,0.9418,0.9494,100.0,0.0,0.0
mmoor,1,0.944,1,0,0,0.9458,0.9398,100.0,0.0,0.0
awhimsicalrose,1,0.9438,1,0,0,0.9236,0.9911,100.0,0.0,0.0
maplemousemama,1,0.9438,1,0,0,0.9479,0.9344,100.0,0.0,0.0
welove,1,0.9438,1,0,0,0.9461,0.9384,100.0,0.0,0.0
feknits,1,0.9437,1,0,0,0.9236,0.9907,100.0,0.0,0.0
ourpotluckfamily,1,0.9436,1,0,0,0.9491,0.9309,100.0,0.0,0.0
magicalsucculents,1,0.9436,1,0,0,0.9546,0.9178,100.0,0.0,0.0
jadeee_sw,1,0.9436,1,0,0,0.9344,0.965,100.0,0.0,0.0
davidlopezzz,1,0.9434,1,0,0,0.9264,0.9832,100.0,0.0,0.0
thekatetin,1,0.9434,1,0,0,0.9564,0.913,100.0,0.0,0.0
the_blonde_bartender,1,0.9434,1,0,0,0.9488,0.9309,100.0,0.0,0.0
ohlafemmeblog,1,0.9432,1,0,0,0.9355,0.9611,100.0,0.0,0.0
fashionablewife,1,0.943,1,0,0,0.9267,0.9811,100.0,0.0,0.0
1liz_vader3,1,0.9429,1,0,0,0.9287,0.976,100.0,0.0,0.0
paola_cossentino,1,0.9428,1,0,0,0.9396,0.9501,100.0,0.0,0.0
domesticateddeb,1,0.9427,1,0,0,0.9485,0.9293,100.0,0.0,0.0
zsofiavoros,1,0.9421,1,0,0,0.9312,0.9674,100.0,0.0,0.0
fabivongerneschoen,1,0.9421,1,0,0,0.929,0.9728,100.0,0.0,0.0
thechicmamas,1,0.942,1,0,0,0.9289,0.9725,100.0,0.0,0.0
worldlillie,1,0.9417,1,0,0,0.9222,0.9873,100.0,0.0,0.0
bunnipunch,1,0.9416,1,0,0,0.9308,0.9668,100.0,0.0,0.0
maazi.z,1,0.9413,1,0,0,0.9295,0.9688,100.0,0.0,0.0
hannahjanewilliams,1,0.9412,1,0,0,0.9225,0.985,100.0,0.0,0.0
dilettabonaiuti,1,0.9411,1,0,0,0.9585,0.9006,100.0,0.0,0.0
giuliasiegel,1,0.941,1,0,0,0.9376,0.9489,100.0,0.0,0.0
oldermommystill,1,0.9409,1,0,0,0.929,0.9686,100.0,0.0,0.0
thelittlegreenbean,1,0.9408,1,0,0,0.9366,0.9507,100.0,0.0,0.0
juliafriedmann,1,0.9407,1,0,0,0.9437,0.9338,100.0,0.0,0.0
teddyythecorgi,1,0.9406,1,0,0,0.9524,0.9132,100.0,0.0,0.0
ashbegash,1,0.9404,1,0,0,0.9643,0.8845,100.0,0.0,0.0
fitashionn,1,0.9403,1,0,0,0.9251,0.9759,100.0,0.0,0.0
jseverydayfashion,1,0.9401,1,0,0,0.9234,0.9792,100.0,0.0,0.0
fairytalekiss_,1,0.9401,1,0,0,0.9254,0.9743,100.0,0.0,0.0
naturalmamainthecity,1,0.94,1,0,0,0.9479,0.9217,100.0,0.0,0.0
madamelena_,1,0.9398,1,0,0,0.9231,0.9788,100.0,0.0,0.0
shelbygoodman,1,0.9397,1,0,0,0.9192,0.9876,100.0,0.0,0.0
paul_juchima,1,0.9397,1,0,0,0.9283,0.9664,100.0,0.0,0.0
eiderdprado,1,0.9394,1,0,0,0.9461,0.9239,100.0,0.0,0.0
faithlovelifeandstyle,1,0.9394,1,0,0,0.9251,0.9729,100.0,0.0,0.0
hansonsanatomy,1,0.9393,1,0,0,0.9309,0.9588,100.0,0.0,0.0
styleoptimist,1,0.9391,1,0,0,0.9166,0.9917,100.0,0.0,0.0
kirehajba,1,0.939,1,0,0,0.9242,0.9737,100.0,0.0,0.0
cryscastles,1,0.9389,1,0,0,0.9366,0.9442,100.0,0.0,0.0
tacos,1,0.9388,1,0,0,0.9468,0.9201,100.0,0.0,0.0
seekwilder,1,0.9386,1,0,0,0.9294,0.96,100.0,0.0,0.0
eiffeltyler,1,0.9385,1,0,0,0.9379,0.9399,100.0,0.0,0.0
iheartmiles,1,0.9384,1,0,0,0.9535,0.9031,100.0,0.0,0.0
odesafashion1,1,0.9383,1,0,0,0.9182,0.9851,100.0,0.0,0.0
englishlassinla,1,0.9383,1,0,0,0.948,0.9158,100.0,0.0,0.0
everbstyled,1,0.9382,1,0,0,0.9306,0.9559,100.0,0.0,0.0
nanabeautyofficial,1,0.9381,1,0,0,0.9303,0.9564,100.0,0.0,0.0
cindydslv,1,0.9379,1,0,0,0.9224,0.9741,100.0,0.0,0.0
tinyheelercrew,1,0.9379,1,0,0,0.9314,0.9532,100.0,0.0,0.0
lushfabglam,1,0.9373,1,0,0,0.9232,0.9701,100.0,0.0,0.0
mrsaudreyhuber,2,0.9371,2,0,0,0.9376,0.936,100.0,0.0,0.0
thyme_for_cocktails,1,0.9369,1,0,0,0.9603,0.8822,100.0,0.0,0.0
checksydney,1,0.9366,1,0,0,0.9391,0.9309,100.0,0.0,0.0
cheyenne_woods,1,0.9364,1,0,0,0.9348,0.94,100.0,0.0,0.0
up_in_the_imogenskye,1,0.9364,1,0,0,0.9296,0.9521,100.0,0.0,0.0
thewhitefarmhouseblog,1,0.9364,1,0,0,0.9464,0.913,100.0,0.0,0.0
yourdarlingstyle,1,0.9363,1,0,0,0.9354,0.9384,100.0,0.0,0.0
acorkforkpassport,1,0.9363,1,0,0,0.9442,0.918,100.0,0.0,0.0
captain_melody6,1,0.9362,1,0,0,0.9378,0.9324,100.0,0.0,0.0
suzioravec,1,0.9362,1,0,0,0.9278,0.9557,100.0,0.0,0.0
jensynjeppsen,1,0.9361,1,0,0,0.9178,0.9788,100.0,0.0,0.0
viktoriabencheva,1,0.9361,1,0,0,0.928,0.9549,100.0,0.0,0.0
blogliteraturese,1,0.9361,1,0,0,0.9677,0.8624,100.0,0.0,0.0
theloungeista,1,0.936,1,0,0,0.9386,0.9299,100.0,0.0,0.0
courtneysuzz,1,0.9356,1,0,0,0.9685,0.8589,100.0,0.0,0.0
chooseloveart,1,0.9356,1,0,0,0.9234,0.964,100.0,0.0,0.0
milenedamata,1,0.9353,1,0,0,0.9785,0.8345,100.0,0.0,0.0
themamasorority,1,0.935,1,0,0,0.9474,0.9061,100.0,0.0,0.0
vanessavasconcelos,1,0.935,1,0,0,0.926,0.9559,100.0,0.0,0.0
angystearoom,1,0.9349,1,0,0,0.9267,0.954,100.0,0.0,0.0
byclairepurnell,1,0.9348,1,0,0,0.9098,0.9931,100.0,0.0,0.0
citygirlmeetsfarmboy,2,0.9347,2,0,0,0.9274,0.9517,100.0,0.0,0.0
theclumsytraveler,1,0.9347,1,0,0,0.922,0.9643,100.0,0.0,0.0
christiangertsen,1,0.9345,1,0,0,0.9193,0.9701,100.0,0.0,0.0
simona.julia,1,0.9343,1,0,0,0.9285,0.9479,100.0,0.0,0.0
fernandazorzal,1,0.9342,1,0,0,0.9265,0.9521,100.0,0.0,0.0
thelittleplantation,1,0.9342,1,0,0,0.9208,0.9656,100.0,0.0,0.0
mywanderlust.tribe,1,0.9342,1,0,0,0.9329,0.9373,100.0,0.0,0.0
manikutia,1,0.9336,1,0,0,0.9387,0.9218,100.0,0.0,0.0
anna_wierzbinska,1,0.9335,1,0,0,0.9295,0.9429,100.0,0.0,0.0
angelisborges,1,0.933,1,0,0,0.912,0.9819,100.0,0.0,0.0
elizabethtran626,1,0.933,1,0,0,0.9268,0.9476,100.0,0.0,0.0
kellyhesun,1,0.933,1,0,0,0.9179,0.9682,100.0,0.0,0.0
florencecacharel,1,0.9326,1,0,0,0.9119,0.9809,100.0,0.0,0.0
unconventional_southern_belle,1,0.9324,1,0,0,0.9119,0.9804,100.0,0.0,0.0
heinihartikainen,1,0.9324,1,0,0,0.9069,0.9919,100.0,0.0,0.0
ozoliciouslife,1,0.9323,1,0,0,0.9148,0.973,100.0,0.0,0.0
kahlaperry,1,0.9322,1,0,0,0.9314,0.9341,100.0,0.0,0.0
pauljohnbayfield,1,0.9322,1,0,0,0.9212,0.9577,100.0,0.0,0.0
pumpkin.draws1,1,0.9321,1,0,0,0.9133,0.9761,100.0,0.0,0.0
belenmartijunco,1,0.9321,1,0,0,0.9222,0.9553,100.0,0.0,0.0
jenniferspears_,1,0.9321,1,0,0,0.9128,0.9772,100.0,0.0,0.0
littlemissaliyahlusk,1,0.932,1,0,0,0.9152,0.9711,100.0,0.0,0.0
larissas_journey_with_chico,1,0.932,1,0,0,0.9231,0.9528,100.0,0.0,0.0
7thandwillow,1,0.9318,1,0,0,0.9537,0.8806,100.0,0.0,0.0
justanothermummyblog,1,0.9317,1,0,0,0.9234,0.9511,100.0,0.0,0.0
niya1niya,1,0.9317,1,0,0,0.9192,0.9608,100.0,0.0,0.0
harassedmom,1,0.9315,1,0,0,0.9131,0.9744,100.0,0.0,0.0
andro_id_,1,0.9314,1,0,0,0.9061,0.9903,100.0,0.0,0.0
antheafashion,1,0.9314,1,0,0,0.9323,0.9294,100.0,0.0,0.0
megmoroney,1,0.9313,1,0,0,0.9269,0.9415,100.0,0.0,0.0
justartshelp,1,0.9312,1,0,0,0.9182,0.9615,100.0,0.0,0.0
giovannagoglino,1,0.9312,1,0,0,0.9249,0.9458,100.0,0.0,0.0
robertabrumat,1,0.9311,1,0,0,0.9153,0.9679,100.0,0.0,0.0
gothamista,1,0.9311,1,0,0,0.9314,0.9303,100.0,0.0,0.0
federika_in_fashionland,1,0.9311,1,0,0,0.9077,0.9858,100.0,0.0,0.0
empoweredbirthproject,1,0.9309,1,0,0,0.9638,0.8541,100.0,0.0,0.0
brickfarmhouse1919,1,0.9308,1,0,0,0.93,0.9325,100.0,0.0,0.0
tiebutton,1,0.9307,1,0,0,0.9325,0.9265,100.0,0.0,0.0
jake_paul_white,1,0.9307,1,0,0,0.9143,0.969,100.0,0.0,0.0
federica_califano,1,0.9305,1,0,0,0.9469,0.8922,100.0,0.0,0.0
lovejoling,1,0.9304,1,0,0,0.9211,0.952,100.0,0.0,0.0
mommytravels,1,0.9302,1,0,0,0.9155,0.9644,100.0,0.0,0.0
daniellamonet,1,0.93,1,0,0,0.9048,0.9887,100.0,0.0,0.0
imxmelissa,1,0.9299,1,0,0,0.9255,0.9403,100.0,0.0,0.0
confessionsofdoctordream,1,0.9298,1,0,0,0.9199,0.9529,100.0,0.0,0.0
veronica_giomini,1,0.9297,1,0,0,0.9108,0.9738,100.0,0.0,0.0
il_mondo_di_aly,1,0.9297,1,0,0,0.9066,0.9835,100.0,0.0,0.0
max.lowe,1,0.9297,1,0,0,0.9228,0.9458,100.0,0.0,0.0
laurasally_sw,1,0.9296,1,0,0,0.9059,0.985,100.0,0.0,0.0
janetgunngratefulgardenia,1,0.9295,1,0,0,0.9152,0.9628,100.0,0.0,0.0
chichomelife,1,0.9294,1,0,0,0.9294,0.9293,100.0,0.0,0.0
wittynpretty21,1,0.9294,1,0,0,0.9255,0.9385,100.0,0.0,0.0
demi.wallace,1,0.9294,1,0,0,0.9407,0.9032,100.0,0.0,0.0
amongtheyoungs,1,0.9287,1,0,0,0.9179,0.9539,100.0,0.0,0.0
thekennedycurate,2,0.9286,2,0,0,0.9317,0.9213,100.0,0.0,0.0
wanderlust_coconut,1,0.9284,1,0,0,0.9313,0.9218,100.0,0.0,0.0
lovetheshoot,1,0.9283,1,0,0,0.9359,0.9106,100.0,0.0,0.0
senilicious,1,0.9282,1,0,0,0.9119,0.9664,100.0,0.0,0.0
briana.renee,1,0.9282,1,0,0,0.9048,0.9828,100.0,0.0,0.0
thepetitebijou,1,0.9281,1,0,0,0.9366,0.9084,100.0,0.0,0.0
a_sprinkle_of_joy,1,0.9279,1,0,0,0.9336,0.9147,100.0,0.0,0.0
ianmcrumm,2,0.9278,2,0,0,0.953,0.8692,100.0,0.0,0.0
stylemyday,1,0.9277,1,0,0,0.908,0.9738,100.0,0.0,0.0
theplayfulkitty,1,0.9277,1,0,0,0.914,0.9598,100.0,0.0,0.0
eliandeli_,1,0.9275,1,0,0,0.9537,0.8663,100.0,0.0,0.0
naive2_,1,0.9274,1,0,0,0.9421,0.8932,100.0,0.0,0.0
juli_zylberberg,1,0.9274,1,0,0,0.9023,0.9861,100.0,0.0,0.0
sweetthreadsco,1,0.9274,1,0,0,0.9259,0.9309,100.0,0.0,0.0
sharnaburgess,1,0.9273,1,0,0,0.934,0.9116,100.0,0.0,0.0
nicole_pnl,1,0.9273,1,0,0,0.9376,0.9032,100.0,0.0,0.0
heykailymae,1,0.9272,1,0,0,0.9362,0.9061,100.0,0.0,0.0
my.stylinglife,2,0.9271,2,0,0,0.9015,0.9867,100.0,0.0,0.0
valefarina,1,0.9269,1,0,0,0.9145,0.9558,100.0,0.0,0.0
ashleylouisejames,1,0.9269,1,0,0,0.8983,0.9936,100.0,0.0,0.0
yearroundhomeschooling,1,0.9267,1,0,0,0.9154,0.9531,100.0,0.0,0.0
marenanita,1,0.9267,1,0,0,0.8974,0.995,100.0,0.0,0.0
rachparcell,1,0.9267,1,0,0,0.9008,0.987,100.0,0.0,0.0
nicoleineverycolour,1,0.9266,1,0,0,0.9429,0.8886,100.0,0.0,0.0
ale_caccio,1,0.9265,1,0,0,0.9011,0.9859,100.0,0.0,0.0
iamdajana,1,0.9262,1,0,0,0.9272,0.9239,100.0,0.0,0.0
bitesofthebest,1,0.9262,1,0,0,0.9383,0.898,100.0,0.0,0.0
kammyalmeida,1,0.926,1,0,0,0.9232,0.9326,100.0,0.0,0.0
mikkirosenlind,1,0.926,1,0,0,0.9065,0.9714,100.0,0.0,0.0
parsnipsandpastries,1,0.9258,1,0,0,0.9591,0.8481,100.0,0.0,0.0
kristinamakeup,1,0.9258,1,0,0,0.9084,0.9663,100.0,0.0,0.0
makeupforbreakfast_,1,0.9258,1,0,0,0.9048,0.9749,100.0,0.0,0.0
ama.valle,1,0.9258,1,0,0,0.9446,0.882,100.0,0.0,0.0
raretrio,1,0.9256,1,0,0,0.9219,0.9342,100.0,0.0,0.0
harlowlunawhite,1,0.9255,1,0,0,0.9057,0.9718,100.0,0.0,0.0
chrishanxoxo,1,0.9254,1,0,0,0.9469,0.8753,100.0,0.0,0.0
forrestmankins,1,0.9254,1,0,0,0.9162,0.9467,100.0,0.0,0.0
hambyhome,1,0.9254,1,0,0,0.9274,0.9209,100.0,0.0,0.0
alissvlogchannel,1,0.9252,1,0,0,0.9003,0.9832,100.0,0.0,0.0
copper_thebasset,1,0.9251,1,0,0,0.9073,0.9667,100.0,0.0,0.0
abbie_snape,1,0.9251,1,0,0,0.9027,0.9774,100.0,0.0,0.0
mikaatbhc,1,0.925,1,0,0,0.9068,0.9675,100.0,0.0,0.0
pearlsandbrandy,1,0.9249,1,0,0,0.9213,0.9334,100.0,0.0,0.0
lifeatninjamanor,1,0.9249,1,0,0,0.9288,0.9157,100.0,0.0,0.0
mialoren_and_me,1,0.9248,1,0,0,0.973,0.8125,100.0,0.0,0.0
alphamaes,1,0.9247,1,0,0,0.8991,0.9843,100.0,0.0,0.0
sabrinareneesmith,1,0.9246,1,0,0,0.9326,0.9059,100.0,0.0,0.0
maya_n_alice_mum,1,0.9246,1,0,0,0.9073,0.9649,100.0,0.0,0.0
frncissdominc,1,0.9245,1,0,0,0.9346,0.901,100.0,0.0,0.0
trimmingsandlace,1,0.9244,1,0,0,0.9444,0.8778,100.0,0.0,0.0
sarahgrahamfood,1,0.9242,1,0,0,0.9381,0.8918,100.0,0.0,0.0
run.katie,1,0.9242,1,0,0,0.9055,0.9678,100.0,0.0,0.0
tinechan,1,0.924,1,0,0,0.9102,0.9562,100.0,0.0,0.0
tijanserena,1,0.9238,1,0,0,0.918,0.9375,100.0,0.0,0.0
xo_angela_xo,1,0.9237,1,0,0,0.9205,0.9311,100.0,0.0,0.0
_mllexceline_,1,0.9237,1,0,0,0.9324,0.9035,100.0,0.0,0.0
youhavenotbeenherebefore,1,0.9234,1,0,0,0.9111,0.952,100.0,0.0,0.0
wifeeclectic,1,0.9233,1,0,0,0.907,0.9613,100.0,0.0,0.0
angelaartosin,1,0.9233,1,0,0,0.9457,0.8709,100.0,0.0,0.0
mdassiou_fanpage,1,0.9232,1,0,0,0.9105,0.953,100.0,0.0,0.0
tamingtwins,1,0.9232,1,0,0,0.9252,0.9184,100.0,0.0,0.0
avalonnadfalusi,1,0.9226,1,0,0,0.8933,0.9908,100.0,0.0,0.0
exteriorglam,1,0.9226,1,0,0,0.9287,0.9084,100.0,0.0,0.0
tiffanylesley,1,0.9225,1,0,0,0.9125,0.9458,100.0,0.0,0.0
blondedlights,1,0.9225,1,0,0,0.933,0.898,100.0,0.0,0.0
wzylouisey,1,0.9225,1,0,0,0.9029,0.9683,100.0,0.0,0.0
amandaleaonair,1,0.9225,1,0,0,0.8981,0.9794,100.0,0.0,0.0
phaedraparks,1,0.9224,1,0,0,0.9537,0.8494,100.0,0.0,0.0
iloveklove,1,0.9223,1,0,0,0.892,0.9929,100.0,0.0,0.0
jessolm,1,0.9223,1,0,0,0.9209,0.9256,100.0,0.0,0.0
layersofchic_,1,0.9223,1,0,0,0.9174,0.9336,100.0,0.0,0.0
albanian.fitness,1,0.9223,1,0,0,0.9124,0.9455,100.0,0.0,0.0
willowkitchensandinteriors,1,0.9223,1,0,0,0.9293,0.9059,100.0,0.0,0.0
unexpectedpippa,1,0.922,1,0,0,0.9268,0.9107,100.0,0.0,0.0
mealsandmiles,1,0.922,1,0,0,0.905,0.9618,100.0,0.0,0.0
carolinamenezesz,1,0.9219,1,0,0,0.904,0.9637,100.0,0.0,0.0
allthingsmikita,1,0.9218,1,0,0,0.896,0.9821,100.0,0.0,0.0
nat.just.ink,1,0.9217,1,0,0,0.9096,0.9501,100.0,0.0,0.0
na_turkey,1,0.9217,1,0,0,0.9662,0.818,100.0,0.0,0.0
bethanympoteet,1,0.9217,1,0,0,0.9156,0.9358,100.0,0.0,0.0
drmarcelferreira,1,0.9217,1,0,0,0.9272,0.9088,100.0,0.0,0.0
meganrunionmcr,1,0.9216,1,0,0,0.9125,0.9429,100.0,0.0,0.0
rechaelroe,1,0.9215,1,0,0,0.892,0.9904,100.0,0.0,0.0
candicebrathwaite,2,0.9215,2,0,0,0.9064,0.9566,100.0,0.0,0.0
glam2greatness,1,0.9215,1,0,0,0.9199,0.9253,100.0,0.0,0.0
